time_utc,6.8x51mm Hybrid,7.62x51mm M62,7.62x54R BT,5.8x42mm DVC12,5.7x28mm SS190,7.62x39mm AP,9x39mm BP,4.6x30mm AP SX,12.7x55mm PS12B,5.56x45mm M995
2025-11-20 19:00:00+00:00,,,,,,,,,,
2025-11-20 20:00:00+00:00,,,,,,,,,,
2025-11-20 21:00:00+00:00,,,,,,,,,,
2025-11-20 22:00:00+00:00,,,,,,,,,,
2025-11-20 23:00:00+00:00,,,,,,,,,,
2025-11-21 00:00:00+00:00,,,,,,,,,,
2025-11-21 01:00:00+00:00,,,,,,,,,,
2025-11-21 02:00:00+00:00,,,,,,,,,,
2025-11-21 03:00:00+00:00,,,,,,,,,,
2025-11-21 04:00:00+00:00,,,,,,,,,,
2025-11-21 05:00:00+00:00,,,,,,,,,,
2025-11-21 06:00:00+00:00,,,,,,,,,,
2025-11-21 07:00:00+00:00,,,,,,,,,,
2025-11-21 08:00:00+00:00,,,,,,,,,,
2025-11-21 09:00:00+00:00,,,,,,,,,,
2025-11-21 10:00:00+00:00,,,,,,,,,,
2025-11-21 11:00:00+00:00,,,,,,,,,,
2025-11-21 12:00:00+00:00,,,,,,,,,,
2025-11-21 13:00:00+00:00,,,,,,,,,,
2025-11-21 14:00:00+00:00,,,,,,,,,,
2025-11-21 15:00:00+00:00,,,,,,,,,,
2025-11-21 16:00:00+00:00,,,,,,,,,,
2025-11-21 17:00:00+00:00,,,,,,,,,,
2025-11-21 18:00:00+00:00,,,,,,,,,,
2025-11-21 19:00:00+00:00,,,,,,,,,,
2025-11-21 20:00:00+00:00,,,,,,,,,,
2025-11-21 21:00:00+00:00,,,,,,,,,,
2025-11-21 22:00:00+00:00,,,,,,,,,,
2025-11-21 23:00:00+00:00,,,,,,,,,,
2025-11-22 00:00:00+00:00,,,,,,,,,,
2025-11-22 01:00:00+00:00,,,,,,,,,,
2025-11-22 02:00:00+00:00,,,,,,,,,,
2025-11-22 03:00:00+00:00,,,,,,,,,,
2025-11-22 04:00:00+00:00,,,,,,,,,,
2025-11-22 05:00:00+00:00,,,,,,,,,,
2025-11-22 06:00:00+00:00,,,,,,,,,,
2025-11-22 07:00:00+00:00,,,,,,,,,,
2025-11-22 08:00:00+00:00,,,,,,,,,,
2025-11-22 09:00:00+00:00,,,,,,,,,,
2025-11-22 10:00:00+00:00,,,,,,,,,,
2025-11-22 11:00:00+00:00,,,,,,,,,,
2025-11-22 12:00:00+00:00,,,,,,,,,,
2025-11-22 13:00:00+00:00,,,,,,,,,,
2025-11-22 14:00:00+00:00,,,,,,,,,,
2025-11-22 15:00:00+00:00,,,,,,,,,,
2025-11-22 16:00:00+00:00,,,,,,,,,,
2025-11-22 17:00:00+00:00,,,,,,,,,,
2025-11-22 18:00:00+00:00,,,,,,,,,,
2025-11-22 19:00:00+00:00,,,,,,,,,,
2025-11-22 20:00:00+00:00,,,,,,,,,,
2025-11-22 21:00:00+00:00,,,,,,,,,,
2025-11-22 22:00:00+00:00,,,,,,,,,,
2025-11-22 23:00:00+00:00,,,,,,,,,,
2025-11-23 00:00:00+00:00,,,,,,,,,,
2025-11-23 01:00:00+00:00,,,,,,,,,,
2025-11-23 02:00:00+00:00,,,,,,,,,,
2025-11-23 03:00:00+00:00,,,,,,,,,,
2025-11-23 04:00:00+00:00,,,,,,,,,,
2025-11-23 05:00:00+00:00,,,,,,,,,,
2025-11-23 06:00:00+00:00,,,,,,,,,,
2025-11-23 07:00:00+00:00,,,,,,,,,,
2025-11-23 08:00:00+00:00,,,,,,,,,,
2025-11-23 09:00:00+00:00,,,,,,,,,,
2025-11-23 10:00:00+00:00,,,,,,,,,,
2025-11-23 11:00:00+00:00,,,,,,,,,,
2025-11-23 12:00:00+00:00,,,,,,,,,,
2025-11-23 13:00:00+00:00,,,,,,,,,,
2025-11-23 14:00:00+00:00,,,,,,,,,,
2025-11-23 15:00:00+00:00,,,,,,,,,,
2025-11-23 16:00:00+00:00,,,,,,,,,,
2025-11-23 17:00:00+00:00,,,,,,,,,,
2025-11-23 18:00:00+00:00,,,,,,,,,,
2025-11-23 19:00:00+00:00,,,,,,,,,,
2025-11-23 20:00:00+00:00,,,,,,,,,,
2025-11-23 21:00:00+00:00,,,,,,,,,,
2025-11-23 22:00:00+00:00,,,,,,,,,,
2025-11-23 23:00:00+00:00,,,,,,,,,,
2025-11-24 00:00:00+00:00,,,,,,,,,,
2025-11-24 01:00:00+00:00,,,,,,,,,,
2025-11-24 02:00:00+00:00,,,,,,,,,,
2025-11-24 03:00:00+00:00,,,,,,,,,,
2025-11-24 04:00:00+00:00,,,,,,,,,,
2025-11-24 05:00:00+00:00,,,,,,,,,,
2025-11-24 06:00:00+00:00,,,,,,,,,,
2025-11-24 07:00:00+00:00,,,,,,,,,,
2025-11-24 08:00:00+00:00,,,,,,,,,,
2025-11-24 09:00:00+00:00,,,,,,,,,,
2025-11-24 10:00:00+00:00,,,,,,,,,,
2025-11-24 11:00:00+00:00,,,,,,,,,,
2025-11-24 12:00:00+00:00,,,,,,,,,,
2025-11-24 13:00:00+00:00,,,,,,,,,,
2025-11-24 14:00:00+00:00,,,,,,,,,,
2025-11-24 15:00:00+00:00,,,,,,,,,,
2025-11-24 16:00:00+00:00,,,,,,,,,,
2025-11-24 17:00:00+00:00,,,,,,,,,,
2025-11-24 18:00:00+00:00,,,,,,,,,,
2025-11-24 19:00:00+00:00,,,,,,,,,,
2025-11-24 20:00:00+00:00,,,,,,,,,,
2025-11-24 21:00:00+00:00,,,,,,,,,,
2025-11-24 22:00:00+00:00,,,,,,,,,,
2025-11-24 23:00:00+00:00,,,,,,,,,,
2025-11-25 00:00:00+00:00,,,,,,,,,,
2025-11-25 01:00:00+00:00,,,,,,,,,,
2025-11-25 02:00:00+00:00,,,,,,,,,,
2025-11-25 03:00:00+00:00,,,,,,,,,,
2025-11-25 04:00:00+00:00,,,,,,,,,,
2025-11-25 05:00:00+00:00,,,,,,,,,,
2025-11-25 06:00:00+00:00,,,,,,,,,,
2025-11-25 07:00:00+00:00,,,,,,,,,,
2025-11-25 08:00:00+00:00,,,,,,,,,,
2025-11-25 09:00:00+00:00,,,,,,,,,,
2025-11-25 10:00:00+00:00,,,,,,,,,,
2025-11-25 11:00:00+00:00,,,,,,,,,,
2025-11-25 12:00:00+00:00,,,,,,,,,,
2025-11-25 13:00:00+00:00,,,,,,,,,,
2025-11-25 14:00:00+00:00,,,,,,,,,,
2025-11-25 15:00:00+00:00,,,,,,,,,,
2025-11-25 16:00:00+00:00,,,,,,,,,,
2025-11-25 17:00:00+00:00,,,,,,,,,,
2025-11-25 18:00:00+00:00,-0.22406869327022508,-0.07333039563813432,-0.0714817746765254,0.03241676936472396,-0.13201686394492848,0.22237920971098665,-0.029057698093047802,0.044581462757933295,-0.04760974461620511,-0.14213957967266064
2025-11-25 19:00:00+00:00,-0.22406869327022508,-0.07333039563813432,-0.0714817746765254,0.03241676936472396,-0.13201686394492848,0.22237920971098665,-0.029057698093047802,0.044581462757933295,-0.04760974461620511,-0.14213957967266064
2025-11-25 20:00:00+00:00,-0.22406869327022508,-0.07333039563813432,-0.0714817746765254,0.03241676936472396,-0.13201686394492848,0.22237920971098665,-0.029057698093047802,0.044581462757933295,-0.04760974461620511,-0.14213957967266064
2025-11-25 21:00:00+00:00,-0.22406869327022508,-0.07333039563813432,-0.0714817746765254,0.03241676936472396,-0.13201686394492848,0.22237920971098665,-0.029057698093047802,0.044581462757933295,-0.04760974461620511,-0.14213957967266064
2025-11-25 22:00:00+00:00,-0.22406869327022508,-0.07333039563813432,-0.0714817746765254,0.03241676936472396,-0.13201686394492848,0.22237920971098665,-0.029057698093047802,0.044581462757933295,-0.04760974461620511,-0.14213957967266064
2025-11-25 23:00:00+00:00,-0.22406869327022508,-0.07333039563813432,-0.0714817746765254,0.03241676936472396,-0.13201686394492848,0.22237920971098665,-0.029057698093047802,0.044581462757933295,-0.04760974461620511,-0.14213957967266064
