time_utc,5.56x45mm M995,6.8x51mm Hybrid,7.62x39mm AP,7.62x51mm M62,7.62x54R BT,9x19mm PBP,9x39mm BP
2025-09-21 18:00:00+00:00,,,,,,,
2025-09-21 19:00:00+00:00,,,,,,,
2025-09-21 20:00:00+00:00,,,,,,,
2025-09-21 21:00:00+00:00,,,,,,,
2025-09-21 22:00:00+00:00,,,,,,,
2025-09-21 23:00:00+00:00,,,,,,,
2025-09-22 00:00:00+00:00,,,,,,,
2025-09-22 01:00:00+00:00,,,,,,,
2025-09-22 02:00:00+00:00,,,,,,,
2025-09-22 03:00:00+00:00,,,,,,,
2025-09-22 04:00:00+00:00,,,,,,,
2025-09-22 05:00:00+00:00,,,,,,,
2025-09-22 06:00:00+00:00,,,,,,,
2025-09-22 07:00:00+00:00,,,,,,,
2025-09-22 08:00:00+00:00,,,,,,,
2025-09-22 09:00:00+00:00,,,,,,,
2025-09-22 10:00:00+00:00,,,,,,,
2025-09-22 11:00:00+00:00,-0.9467345651414455,-0.8506310604442644,-0.2192645048246559,-0.5888085919576375,-0.15041420939937156,0.728258449265474,-0.589809811505183
2025-09-22 12:00:00+00:00,-0.9441250665945305,-0.8421499806220563,-0.20498001542094793,-0.5396052208404795,-0.1408590424535508,0.7183294307951088,-0.5819916048655089
2025-09-22 13:00:00+00:00,-0.9418806228028698,-0.8347300123682904,-0.1924500897298725,-0.49805824509174623,-0.13245323570650241,0.6950064259672097,-0.5656876693007132
2025-09-22 14:00:00+00:00,-0.8248941128205214,-0.706276843364141,-0.12373764497478584,-0.3155352113724061,-0.44854896304472464,0.7720214545961515,-0.4062260723213439
2025-09-22 15:00:00+00:00,-0.8252853082305623,-0.7039535579790112,-0.14757569038524762,-0.29563802805546674,-0.4404151646363421,0.7331373146934637,-0.3920387940019013
2025-09-22 16:00:00+00:00,-0.6212736568653284,-0.5565763079440054,-0.1668383994965648,-0.33084570672272734,-0.7028415570353889,0.8038670530602934,-0.37852284649754236
